Fine_Mode_AOD,Coarse_Mode_AOD,FineModeFraction,Angstrom_Exponent(AE),AI,AT,CO_MF,HCHO_Amount,NO2_Column,Scattering_angle,SO2_Column,SSA,Aerosol_Type
0.025524,0.011018,0.704234,1.580397,-0.31,269.94,154,5.44E+15,3.31E+15,100.84,0.1,0.94,SA
0.006642,0.017541,0.279985,0.139035,-0.2,274.19,162.63,2.21E+15,3.24E+15,112.32,-0.02,0.96,UN
0.037584,0.02147,0.632219,1.061335,-0.14,274.94,155.68,3.21E+15,4.99E+15,115.62,0.79,0.97,NAs
0.026922,0.016331,0.597869,0.889338,0.08,272.13,141.34,5.01E+15,2.32E+15,99.8,0.24,0.92,MX
0.083391,0.024305,0.640182,1.430338,-0.04,286.5,130.27,6.15E+14,1.44E+15,126.14,-0.09,0.93,SA
0.04995,0.062575,0.481522,1.021786,-0.34,282.56,156.57,-8.54E+15,3.02E+15,116.99,-0.06,0.94,MX
0.03607,0.023239,0.605995,1.146418,-0.21,277.28,133.07,2.78E+15,2.07E+15,137.56,0.04,0.95,SA
0.048501,0.036161,0.572879,1.167475,-0.01,280.88,143.27,3.98E+15,2.34E+15,117.75,0.15,0.93,MX
0.037447,0.01764,0.684281,1.458483,-0.35,281.71,160.13,4.89E+15,1.80E+15,131.52,0.1,0.92,SA
0.141483,0.014119,0.905919,1.633889,-0.2,292.81,121.54,7.72E+15,2.53E+15,146.59,0.14,0.94,SA
0.055097,0.030043,0.65042,1.526963,0.29,291.88,107.01,1.01E+16,3.01E+15,123.67,0.07,0.93,SA
0.104542,0.019788,0.837614,1.865869,-0.13,291.38,93.66,1.20E+16,2.60E+15,137.71,-0.01,0.97,NAs
0.138298,0.012348,0.917632,1.532551,0.36,296.19,115.66,-1.69E+16,1.22E+15,118.17,-0.07,0.96,NAs
0.05604,0.011639,0.829971,1.967971,0.06,296.38,104.95,1.21E+16,3.76E+15,163.16,0.06,0.94,SA
0.075039,0.018204,0.803172,1.928959,0.02,295.88,92.9,1.24E+16,2.37E+15,121.28,-0.02,0.96,NAs
0.124148,0.032317,0.795651,1.73963,0.07,296.63,93.25,-6.44E+15,2.48E+15,135.1,-0.07,0.94,SA
0.04029,0.015916,0.713102,1.715589,0.07,299.19,90.75,-3.14E+17,3.53E+15,140.24,-0.02,0.96,NAs
0.099162,0.012527,0.885722,1.796062,-0.22,297.56,83.88,7.09E+15,1.72E+15,111.99,-0.12,0.95,SA
0.14827,0.007252,0.953243,1.784062,-0.4,294.69,99.13,1.20E+16,2.52E+15,115.65,0.01,0.97,NAs
0.106349,0.009879,0.907966,1.731465,-0.11,293.69,81.67,5.17E+15,3.62E+15,110.03,0.05,0.95,SA
0.020001,0.007302,0.732666,1.73433,-0.34,286.13,107.18,-3.93E+15,2.46E+15,132.18,0.14,0.96,NAs
0.095795,0.009979,0.899559,1.693677,0.07,288.83,114.02,-2.85E+15,3.03E+15,104.71,0.34,0.94,SA
0.037019,0.018475,0.660744,1.612221,-0.08,293.44,87.08,-1.08E+15,2.05E+15,124.1,0.08,0.94,SA
0.047263,0.029529,0.640525,1.480159,-0.39,282.52,109.85,1.61E+15,2.54E+15,116.33,0.15,0.97,NAs
0.126952,0.008247,0.936071,1.655776,0.24,276.69,120.38,7.74E+15,2.48E+15,122.38,0.26,0.93,SA
0.041055,0.015514,0.727245,1.284091,0.22,277.88,126.08,-1.71E+15,1.12E+15,108.76,0.17,0.9,MA
0.022,0.007847,0.737101,1.624046,0.33,287.81,138.06,4.28E+14,1.94E+15,96.23,0.23,0.94,SA
0.007931,0.030145,0.246628,0.574524,0.66,282.88,155.3,5.09E+15,4.04E+15,92.98,0.29,0.89,DU
0.020415,0.013074,0.610893,0.942893,0.73,274,140.36,3.36E+15,6.95E+14,94.88,0.37,0.88,MA
0.014904,0.01004,0.588219,1.482303,-0.1,282.88,133.41,1.63E+15,1.95E+15,104.05,0.03,0.88,MX
0.011001,0.011274,0.538052,1.2498,-0.07,282.75,127.59,1.48E+15,7.61E+14,98.11,-0.05,0.93,MX
0.040944,0.007253,0.850125,1.341623,-0.17,276.81,155.24,-1.79E+15,3.37E+15,116.9,-0.04,0.95,SA
0.039104,0.018756,0.673129,1.328346,-0.52,279.15,149.63,1.97E+15,1.96E+15,131.81,0.04,0.97,NAs
0.204704,0.03242,0.863211,1.447499,-0.39,281.1,130.91,7.17E+15,1.55E+15,106.87,0.2,0.95,SA
0.04698,0.027933,0.624062,1.403494,-0.02,282.75,142.03,-1.35E+16,2.56E+14,114.18,-0.09,0.92,SA
0.017869,0.019901,0.483463,1.236113,0.47,281.16,151.16,4.39E+15,9.31E+14,111.31,0.41,0.89,MX
0.083382,0.032985,0.68766,1.625883,0.05,288.38,135.94,7.08E+15,3.15E+15,122.75,0.03,0.92,SA
0.097841,0.051057,0.660468,1.342603,0.04,288.25,147.82,9.38E+15,1.60E+15,138.49,0.03,0.93,SA
0.125598,0.045226,0.734243,1.485769,-0.38,289.38,142.84,-4.17E+17,1.41E+15,132.34,-0.04,0.97,NAs
0.103681,0.050115,0.677698,1.474647,-0.45,295.56,125.35,-1.83E+15,1.87E+15,123.76,0.09,0.95,SA
0.076089,0.02074,0.818963,1.74962,0.52,289.63,94.77,6.48E+15,2.41E+15,118.56,-0.05,0.92,SA
0.092978,0.025776,0.77998,1.782514,0.36,298.38,97.03,-1.35E+17,2.49E+15,117.23,-0.03,0.94,SA
0.447215,0.00585,0.987089,1.200411,0.35,293.88,109.27,9.97E+15,2.28E+15,132.99,0.1,0.98,NAs
0.108397,0.010818,0.907944,1.701379,0.03,295.5,100.29,-1.14E+18,3.20E+15,109.3,-0.38,0.96,NAs
0.017482,0.012946,0.573221,1.54637,0.02,286.03,92.17,1.42E+15,8.60E+14,106.8,0.19,0.92,MX
0.019279,0.012153,0.611942,1.817109,-0.31,291.81,96.33,4.16E+15,1.33E+15,127.67,0.09,0.95,SA
0.01807,0.008234,0.703598,1.413097,0.19,282.25,105,2.45E+15,2.09E+15,103.99,0.57,0.94,SA
0.022886,0.011789,0.658603,1.509458,-0.07,285.69,99.01,7.03E+15,4.01E+14,112.26,0.11,0.92,SA
0.044092,0.019406,0.701975,1.51973,-0.12,285.66,102.33,4.50E+15,2.52E+15,123.07,0.08,0.96,NAs
0.040131,0.013893,0.737948,1.533144,0.07,283.94,106.69,2.75E+15,1.55E+15,125.99,-0.04,0.93,SA
0.079196,0.019716,0.805865,1.423583,0.95,286.81,109.55,2.51E+15,2.84E+15,101.02,-0.76,0.87,MA
0.015645,0.005187,0.747544,1.421293,0.4,277.94,125.9,4.29E+15,5.44E+15,99.77,-0.03,0.89,MA
0.087352,0.011935,0.876391,1.810762,0.18,279.85,124.33,3.20E+15,3.70E+15,108.31,0.04,0.91,SA
0.02477,0.006116,0.793053,0.794053,0.09,276.63,134.93,2.39E+15,2.50E+15,121.83,0.03,0.92,SA
0.054745,0.00757,0.853769,1.118233,-0.13,275.41,135.04,2.36E+15,1.22E+15,106.2,0.04,0.94,SA
0.03429,0.005316,0.868568,0.980468,0,277.63,143.45,2.44E+15,2.78E+15,121.4,-0.8,0.95,SA
0.043856,0.001684,0.96365,1.081512,0.09,274.13,142.55,-3.87E+14,1.73E+15,105.46,0.29,0.95,SA
0.042958,0.000417,0.990908,0.545808,0.82,266.38,134.88,1.04E+16,1.48E+15,92.64,0.43,0.92,SA
0.056554,0.00494,0.917567,1.277828,-0.11,270.54,154.31,5.89E+15,2.40E+15,96.49,0.45,0.92,SA
0.015399,0.005139,0.754719,0.213983,0.16,274.38,159.06,6.19E+15,3.12E+15,118.71,-0.01,0.95,SA
0.021665,0.003329,0.866827,0.843482,0.1,275.96,150.6,3.25E+15,3.57E+15,98.3,0.17,0.93,SA
0.043826,0.015719,0.750781,1.578803,0.24,287.25,125.35,-1.52E+14,7.73E+14,127.23,0.25,0.93,SA
0.055647,0.028468,0.660467,1.547219,0.2,285.36,159.84,-1.45E+17,2.17E+15,98.96,0.1,0.97,NAs
0.028399,0.009368,0.752475,1.031708,-0.1,278.88,151.74,-1.34E+15,1.89E+15,122.73,0.34,0.95,SA
0.05045,0.013411,0.784757,0.616397,-0.17,278.56,128.87,7.17E+15,2.62E+15,133.79,0.34,0.93,SA
0.051216,0.041964,0.56354,0.475021,0.38,280.63,132.34,2.98E+15,1.60E+15,114.81,0.05,0.89,MX
0.116654,0.041256,0.731834,1.53034,0.4,281.5,121.51,1.00E+16,9.15E+14,111.75,0.02,0.88,MA
0.050284,0.017801,0.744275,0.976805,0.2,280.44,119.34,2.09E+15,1.56E+15,118.63,-0.08,0.9,MA
0.045081,0.027417,0.628658,0.89027,0.05,280.22,132.96,2.95E+15,2.12E+15,126.55,0.56,0.91,SA
0.052728,0.038318,0.576886,1.094379,0.28,285.56,122.12,4.52E+15,2.44E+15,149.6,-0.1,0.9,MX
0.075145,0.044528,0.6373,1.285892,-0.03,288.63,131.67,3.40E+15,3.48E+15,142.62,-0.04,0.93,SA
0.178111,0.028857,0.855366,1.60429,-0.35,294,125.61,1.02E+16,1.97E+15,159.41,-0.09,0.96,NAs
0.124868,0.024201,0.83901,1.53222,-0.45,288,159.14,-1.97E+17,1.83E+15,135.4,0.07,0.92,SA
0.07142,0.019777,0.782313,1.57155,0.25,292.5,141.1,1.22E+16,2.36E+15,137.12,-0.04,0.94,SA
0.05952,0.012481,0.821277,1.798448,0.47,297.19,94.06,2.07E+16,1.97E+15,117.52,-0.05,0.94,SA
0.074106,0.006393,0.922756,1.524541,0.17,296.81,95.29,6.31E+15,1.73E+15,125.42,-0.05,0.94,SA
0.074344,0.011464,0.863257,1.88377,0.02,297.44,94.65,-1.41E+17,1.99E+15,152.27,-0.01,0.97,NAs
0.110882,0.00876,0.920979,1.667616,0.15,297.63,99.3,7.30E+15,2.60E+15,141.13,0.09,0.95,SA
0.041051,0.006951,0.855568,1.55287,-0.06,292.13,80.73,7.52E+15,2.06E+15,153.77,0.02,0.94,SA
0.062286,0.008767,0.868501,1.830999,-0.08,297.62,90.54,5.20E+15,2.65E+15,110.72,0.08,0.97,NAs
0.117932,0.014172,0.892634,1.652362,-0.07,295.41,99.96,-3.23E+16,2.05E+15,114.75,0.01,0.96,NAs
0.02258,0.010967,0.673487,1.06719,0.05,280.94,111.64,2.92E+15,1.05E+15,105.24,-0.01,0.94,SA
0.041715,0.003671,0.916226,1.291225,0.01,280.5,120.49,-2.66E+14,1.43E+15,117.64,-0.06,0.91,SA
0.026339,0.006152,0.807902,1.201243,-0.02,279.75,120.84,1.71E+15,2.70E+15,110.73,0.02,0.92,SA
0.042002,0.002465,0.94044,1.114521,1.4,278.44,138.53,6.42E+15,9.76E+14,93.12,0.23,0.89,MA
0.020139,0.006736,0.800167,0.665025,-0.12,272.47,133.24,2.89E+14,1.49E+15,100.59,0.46,0.92,SA
0.01765,0.003323,0.842457,1.217292,-0.17,273.88,147.91,-6.18E+14,3.08E+15,119.17,0.1,0.95,SA
0.046692,0.004007,0.923225,1.047306,1.41,276.5,128.17,8.67E+15,1.08E+15,93.58,0.46,0.9,MA
0.025827,0.010714,0.706811,1.023402,0.4,278.92,140.7,2.30E+15,1.69E+15,99.59,0.15,0.93,SA
0.021083,0.009365,0.701167,0.694751,-0.27,285,145.05,2.22E+15,2.75E+15,123.46,0.27,0.97,NAs
0.055837,0.003604,0.939373,1.307649,-0.04,281.02,148.42,-2.15E+15,1.69E+15,106.3,0.33,0.93,SA
0.022209,0.005838,0.810941,0.727768,-0.27,287.88,131.11,3.65E+15,2.05E+15,114.52,0.05,0.94,SA
0.055736,0.006305,0.897553,1.606796,-0.08,279.13,145.98,2.96E+15,2.77E+15,143.84,-0.01,0.97,NAs
0.052538,0.004431,0.924063,1.151219,-0.4,276.75,147.46,4.70E+15,1.50E+15,140.03,0.18,0.9,MA
0.075663,0.005981,0.928999,1.585953,-0.18,280.25,145.75,4.88E+15,9.06E+14,134.82,0.01,0.94,SA
0.044321,0.077066,0.411628,0.787133,-0.05,293.16,124.38,6.32E+15,1.11E+15,115.91,-0.09,0.94,MX
0.173314,0.014322,0.923056,1.728576,0.05,297.13,98.25,-9.66E+16,2.36E+15,120.99,-0.05,0.96,NAs
0.035996,0.019313,0.642884,1.843294,0.43,293.5,88.07,1.16E+16,3.20E+15,116.91,0.08,0.88,MA
0.104392,0.019992,0.831459,1.863296,-0.08,296.12,83.59,6.82E+15,2.45E+15,129.7,-0.07,0.96,NAs
0.032125,0.018764,0.615928,1.857186,-0.06,296.38,96.51,5.59E+15,5.24E+14,114.47,0.02,0.94,SA
0.07664,0.026893,0.740776,1.846449,-0.03,295.13,98.25,1.66E+16,1.86E+15,108.73,-0.12,0.95,SA
0.22694,0.024323,0.90023,1.700008,-0.29,294.63,97.5,-2.54E+16,3.63E+15,111.58,0.03,0.96,NAs
0.012269,0.0114,0.551334,1.579662,-0.35,288.38,97.09,-3.72E+15,2.32E+15,121.67,-0.21,0.99,MX
0.035725,0.0061,0.853242,1.531867,0.23,280.31,109.41,6.19E+15,1.83E+15,105.05,0.31,0.91,SA
0.032928,0.007802,0.810575,1.198264,-0.08,279.22,108.15,1.92E+15,2.66E+15,114.16,-0.24,0.91,SA
0.04779,0.004766,0.908364,1.296777,3.92,276.29,114.9,1.05E+16,1.01E+15,100,0.47,0.9,MA
0.032265,0.002158,0.936266,0.89734,-0.12,278.44,132.07,-3.73E+15,1.52E+15,117.36,-0.05,0.92,SA
0.049038,0.011714,0.826571,1.366477,0.06,275.42,136.32,1.80E+15,1.91E+15,117.61,0.63,0.91,SA
0.103674,0.023744,0.802824,1.932068,-0.04,283.06,138.42,2.37E+15,1.60E+15,135.24,0.12,0.95,SA
0.069987,0.018427,0.795232,1.704845,0.16,281.31,133.13,3.17E+15,1.68E+15,113.06,0.17,0.91,SA
0.020545,0.012897,0.613987,1.820705,-0.21,289,106.35,5.31E+15,1.89E+15,157.47,-0.03,0.94,SA
0.066764,0.019903,0.765917,2.222654,-0.18,293.19,80.59,-1.73E+16,7.67E+14,124.57,0.02,0.95,SA
0.199162,0.074286,0.723042,1.45518,-0.08,297.84,102.56,-1.14E+17,1.88E+15,136.75,0.08,0.94,SA
0.077626,0.113515,0.41399,1.116999,-0.03,299.56,89.12,-2.60E+17,2.48E+15,116.55,0.07,0.95,MX
0.05654,0.016599,0.762158,2.276908,0.12,295.88,97.41,9.72E+15,1.68E+15,126.07,0,0.93,SA
0.17485,0.017978,0.901034,1.834316,-0.05,293.81,83.18,8.99E+15,6.96E+14,110.81,-0.01,0.95,SA
0.046507,0.013485,0.757833,1.783524,0.04,285.88,112.54,5.91E+15,1.50E+15,139.45,0.1,0.92,SA
0.038501,0.015444,0.706452,2.134126,0.1,285.19,130.15,3.51E+15,3.58E+15,111.24,0.09,0.95,SA
0.044961,0.015587,0.730746,1.860025,-0.37,287.06,107.1,1.28E+15,3.61E+14,121.97,0.12,0.9,MA
0.038366,0.040073,0.519143,1.592327,-0.11,286.81,109.26,6.19E+15,9.62E+14,108.01,0.4,0.95,MX
0.013391,0.010286,0.566368,2.243737,0,289.19,95.52,-5.25E+14,1.43E+15,117.76,-0.06,0.95,MX
0.031552,0.0165,0.656312,2.005032,3.01,287.69,123.37,7.80E+14,1.27E+15,102.72,-0.13,0.92,SA
0.023666,0.013834,0.632484,1.782303,0.39,286.44,104.93,-2.21E+14,1.31E+15,113.57,0.11,0.91,SA
0.027667,0.016435,0.627494,1.305647,0.66,286.56,107.43,4.78E+15,2.19E+15,123.79,-0.05,0.9,MA
0.022488,0.008766,0.719165,1.736393,0.23,280.06,119.09,1.10E+15,3.38E+15,125.75,-0.14,0.87,MA
0.023532,0.01164,0.651889,1.64273,2.14,277.38,135.62,5.70E+15,1.91E+15,92.69,0.15,0.89,MA
0.055541,0.007472,0.881877,0.857739,0.38,277.88,147.15,3.12E+15,3.12E+15,96.03,-0.23,0.94,SA
0.024545,0.017813,0.578101,1.404701,0.72,277.56,123.96,-7.82E+16,2.81E+15,99.52,-0.07,0.91,MX
0.031349,0.022418,0.583278,1.387565,-0.06,280.19,146.54,-2.11E+15,1.40E+15,106.58,0.48,0.95,MX
0.017389,0.010602,0.614665,1.921824,0.3,285.56,108.38,1.79E+15,1.52E+15,103.28,0.17,0.91,SA
0.066229,0.008151,0.880911,1.528672,0.05,276.44,147.73,1.86E+15,3.56E+15,125.29,-0.13,0.93,SA
0.041489,0.043813,0.486751,1.004892,-0.02,277.85,121.09,-2.07E+15,9.13E+14,116.07,0.16,0.91,MX
0.039824,0.018417,0.693481,1.713735,0,282.23,110.59,1.46E+15,2.42E+15,125.78,0.08,0.94,SA
0.054446,0.042975,0.558925,1.183851,0.36,280.94,148.31,1.20E+15,1.23E+15,109.65,0.05,0.89,MX
0.061905,0.032652,0.654551,1.467758,-0.04,284.44,140.98,4.72E+15,2.55E+15,157.63,0.09,0.92,SA
0.05111,0.024388,0.670301,1.617708,0.24,284.47,129.98,4.06E+15,1.78E+15,122.73,0.03,0.94,SA
0.098402,0.080745,0.556183,1.373219,0,288.6,110.29,3.35E+15,2.15E+15,155.45,0.02,0.95,MX
0.228446,0.056403,0.800558,1.703781,-0.53,293.88,125.15,-2.86E+17,1.48E+15,150.28,0.14,0.98,NAs
0.037586,0.030917,0.55998,1.498484,-0.16,285.56,130.03,5.35E+15,6.69E+14,123.91,0.25,0.96,MX
0.111286,0.009262,0.921224,1.918399,0.25,291.31,100.41,5.56E+15,2.17E+15,118.24,-0.19,0.93,SA
0.071671,0.016715,0.808688,1.590657,0.16,298.19,103.9,3.93E+15,2.54E+15,165.83,0.06,0.96,NAs
0.052251,0.024018,0.686024,1.267778,0.1,297.13,76.31,8.74E+13,1.43E+15,145.55,0.02,0.95,SA
0.29959,0.00845,0.969812,1.746748,1.1,298.63,93.19,1.28E+16,2.46E+15,152.67,-0.01,0.95,SA
0.247707,0.010849,0.957824,1.402402,0.21,297.5,110.48,-3.33E+17,2.82E+15,113.64,-0.28,0.95,SA
0.144475,0.023668,0.859515,1.546627,0.12,298,108.67,-1.06E+17,2.17E+15,124.9,0.1,0.94,SA
0.141324,0.012122,0.922029,1.543858,-0.11,299.63,93.31,9.17E+15,1.80E+15,151.8,-0.05,0.99,NAs
0.083416,0.051132,0.620361,1.085698,0.11,298.69,87.14,-4.35E+16,1.89E+15,122.46,-0.06,0.93,SA
0.223557,0.006028,0.971046,1.690943,0.79,290.75,102.04,4.01E+15,2.88E+15,109.49,0.22,0.92,SA
0.065446,0.033624,0.681692,1.402801,-0.27,289.38,88.71,3.84E+15,3.04E+15,128.95,-0.08,0.94,SA
0.021215,0.008455,0.715165,1.436565,0.02,284.63,92.03,5.49E+15,2.49E+15,134.54,0.3,0.98,NAs
0.016707,0.00865,0.68476,1.578119,0.14,281.91,92.14,3.92E+15,3.36E+15,112.06,-0.06,0.89,MA
0.060979,0.012343,0.831108,1.483484,-0.11,277.44,111.3,2.38E+15,4.90E+15,105.37,0.1,0.91,SA
0.030809,0.010416,0.748675,1.619292,0.23,288.88,96.62,1.11E+16,2.36E+15,115.35,0.26,0.9,MA
0.031341,0.010168,0.755445,1.393855,0.47,275.72,140.05,5.29E+15,5.65E+15,124.91,0.15,0.89,MA
0.038283,0.007838,0.834211,1.282902,0.52,274.56,114.11,3.45E+15,2.52E+15,99.69,-0.05,0.9,MA
0.035019,0.017057,0.65498,1.301887,0.21,276.69,120.49,3.18E+15,3.54E+15,108.4,0.22,0.9,MA
0.072303,0.014866,0.834204,1.215906,-0.29,280.56,123.74,9.81E+15,1.22E+15,106.91,-0.1,0.95,SA
0.071498,0.054212,0.573409,0.942174,0.24,282.63,126.66,3.79E+15,2.40E+15,135.66,-0.03,0.93,MX
0.083375,0.061134,0.576968,1.102544,0.45,287.91,111.69,6.65E+15,1.53E+15,111.97,-0.43,0.92,MX
0.068645,0.03842,0.640541,1.133874,-0.05,287.56,112.57,4.03E+14,1.24E+15,123.52,0.2,0.94,SA
0.035421,0.018438,0.669155,0.851987,-0.47,284.35,121.3,1.42E+15,2.25E+15,126.28,0.18,0.97,NAs
